mine_id,mine_name,latitude,longitude,date,rainfall_mm,temp_mean_c,temp_max_c,temp_min_c,relative_humidity_pct,wind_speed_m_s,solar_radiation_mj_m2_day
M04,Munsar,21.4,79.302083,2015-11-17,0.0,22.9,31.7,16.69,66.19,1.02,16.09
M04,Munsar,21.4,79.302083,2015-11-18,0.0,22.17,30.89,15.9,69.68,1.45,16.27
M04,Munsar,21.4,79.302083,2015-11-19,0.0,21.46,30.64,14.94,63.51,1.82,17.02
M04,Munsar,21.4,79.302083,2015-11-20,0.0,21.13,29.94,14.34,64.64,1.77,17.79
M04,Munsar,21.4,79.302083,2015-11-21,0.0,21.54,30.18,14.15,60.38,1.22,17.61
M04,Munsar,21.4,79.302083,2015-11-22,0.0,21.39,30.43,14.22,63.76,1.27,17.12
M04,Munsar,21.4,79.302083,2015-11-23,0.0,22.1,29.88,14.59,65.45,1.15,15.62
M04,Munsar,21.4,79.302083,2015-11-24,0.0,22.89,30.57,17.25,61.73,1.4,14.67
M04,Munsar,21.4,79.302083,2015-11-25,0.0,22.31,31.01,15.67,58.78,1.63,15.76
M04,Munsar,21.4,79.302083,2015-11-26,0.0,22.87,30.99,15.05,53.97,1.31,16.98
M04,Munsar,21.4,79.302083,2015-11-27,0.0,23.15,30.89,17.15,62.04,1.08,15.62
M04,Munsar,21.4,79.302083,2015-11-28,0.0,23.44,30.58,18.1,71.04,1.56,14.03
M04,Munsar,21.4,79.302083,2015-11-29,0.0,23.69,31.2,17.94,68.02,1.44,14.39
M04,Munsar,21.4,79.302083,2015-11-30,0.0,23.07,31.49,16.81,64.47,1.34,15.71
M04,Munsar,21.4,79.302083,2015-12-01,0.0,23.89,32.13,17.01,59.48,1.05,15.58
M04,Munsar,21.4,79.302083,2015-12-02,0.01,23.5,31.49,16.72,62.09,0.97,16.33
M04,Munsar,21.4,79.302083,2015-12-03,0.0,23.41,31.42,17.95,60.31,1.4,14.75
M04,Munsar,21.4,79.302083,2015-12-04,0.0,21.53,30.74,14.7,53.89,1.84,16.4
M04,Munsar,21.4,79.302083,2015-12-05,0.0,21.08,31.18,13.72,47.65,1.76,17.07
M04,Munsar,21.4,79.302083,2015-12-06,0.0,20.02,30.43,11.8,40.61,1.71,17.08
M04,Munsar,21.4,79.302083,2015-12-07,0.0,19.8,30.43,11.41,43.02,1.49,17.71
M04,Munsar,21.4,79.302083,2015-12-08,0.0,20.38,30.66,11.04,41.87,1.32,17.36
M04,Munsar,21.4,79.302083,2015-12-09,0.0,20.8,29.84,13.15,41.34,0.91,17.7
M04,Munsar,21.4,79.302083,2015-12-10,0.0,21.71,29.94,13.38,39.88,1.31,16.25
M04,Munsar,21.4,79.302083,2015-12-11,0.0,23.56,31.44,16.24,45.61,1.7,12.6
M04,Munsar,21.4,79.302083,2015-12-12,0.0,23.71,32.22,17.0,42.44,1.65,15.37
M04,Munsar,21.4,79.302083,2015-12-13,0.0,22.51,31.42,14.08,39.73,1.9,13.33
M04,Munsar,21.4,79.302083,2015-12-14,0.0,22.4,31.03,16.06,46.25,2.47,10.31
M04,Munsar,21.4,79.302083,2015-12-15,0.0,20.27,29.81,13.12,29.73,2.29,13.95
M04,Munsar,21.4,79.302083,2015-12-16,0.0,21.08,30.2,12.71,34.94,1.55,14.05
M04,Munsar,21.4,79.302083,2015-12-17,0.0,22.81,29.8,17.04,57.32,1.88,12.23
M04,Munsar,21.4,79.302083,2015-12-18,0.0,20.53,28.95,14.72,26.83,2.66,14.33
M04,Munsar,21.4,79.302083,2015-12-19,0.0,19.13,28.87,10.91,28.94,1.8,15.4
M04,Munsar,21.4,79.302083,2015-12-20,0.22,20.82,28.96,12.06,44.99,1.39,11.77
M04,Munsar,21.4,79.302083,2015-12-21,0.19,21.67,29.71,14.38,50.63,1.28,12.73
M04,Munsar,21.4,79.302083,2015-12-22,0.01,20.91,28.77,13.64,55.39,1.88,11.44
M04,Munsar,21.4,79.302083,2015-12-23,0.0,21.03,29.41,14.6,44.96,2.08,11.39
M04,Munsar,21.4,79.302083,2015-12-24,0.0,17.86,26.94,11.67,29.5,3.13,14.18
M04,Munsar,21.4,79.302083,2015-12-25,0.0,16.37,26.41,9.16,27.76,2.7,15.68
M04,Munsar,21.4,79.302083,2015-12-26,0.0,16.96,27.15,8.67,24.12,1.88,16.47
M04,Munsar,21.4,79.302083,2015-12-27,0.0,19.35,30.28,10.07,22.74,1.64,17.36
M04,Munsar,21.4,79.302083,2015-12-28,0.0,21.41,32.68,12.18,27.13,1.61,16.08
M04,Munsar,21.4,79.302083,2015-12-29,0.0,22.72,34.14,13.61,25.82,1.82,16.92
M04,Munsar,21.4,79.302083,2015-12-30,0.0,22.67,33.39,14.46,27.13,1.55,14.85
M04,Munsar,21.4,79.302083,2015-12-31,0.0,22.93,33.0,13.89,31.33,0.99,17.03
M04,Munsar,21.4,79.302083,2016-01-01,0.0,22.34,31.7,13.64,35.73,1.17,16.99
M04,Munsar,21.4,79.302083,2016-01-02,0.0,22.16,31.22,14.36,33.18,1.33,16.26
M04,Munsar,21.4,79.302083,2016-01-03,0.0,21.06,29.92,13.38,28.43,1.91,16.08
M04,Munsar,21.4,79.302083,2016-01-04,0.0,20.96,30.24,12.27,26.75,1.53,16.82
M04,Munsar,21.4,79.302083,2016-01-05,0.0,21.41,30.33,12.1,27.02,0.95,17.47
M04,Munsar,21.4,79.302083,2016-01-06,0.0,22.08,30.77,13.51,27.0,1.16,17.24
M04,Munsar,21.4,79.302083,2016-01-07,0.0,21.7,29.89,14.27,30.75,1.01,13.59
M04,Munsar,21.4,79.302083,2016-01-08,0.0,22.27,30.83,15.14,31.5,1.35,15.39
M04,Munsar,21.4,79.302083,2016-01-09,0.0,22.16,31.21,15.48,33.08,1.91,15.69
M04,Munsar,21.4,79.302083,2016-01-10,0.0,20.96,29.38,13.43,27.57,1.35,17.09
M04,Munsar,21.4,79.302083,2016-01-11,0.0,20.72,29.99,12.17,24.58,1.22,17.64
M04,Munsar,21.4,79.302083,2016-01-12,0.0,20.75,30.27,11.03,21.94,1.11,17.46
M04,Munsar,21.4,79.302083,2016-01-13,0.0,21.18,30.44,12.1,26.35,1.29,14.61
M04,Munsar,21.4,79.302083,2016-01-14,0.0,21.46,30.44,14.31,34.18,1.43,14.67
M04,Munsar,21.4,79.302083,2016-01-15,0.0,22.76,30.25,15.53,39.33,1.68,12.75
M04,Munsar,21.4,79.302083,2016-01-16,0.08,23.1,29.1,17.47,45.53,1.42,9.53
M04,Munsar,21.4,79.302083,2016-01-17,2.64,20.79,26.59,17.45,58.0,1.78,9.52
M04,Munsar,21.4,79.302083,2016-01-18,1.44,21.46,28.33,16.35,60.52,1.99,12.09
M04,Munsar,21.4,79.302083,2016-01-19,0.5,21.65,28.76,16.65,54.89,3.53,11.97
M04,Munsar,21.4,79.302083,2016-01-20,0.05,17.93,25.95,12.19,52.15,3.28,14.83
M04,Munsar,21.4,79.302083,2016-01-21,0.0,16.11,25.4,8.08,33.75,2.1,18.78
M04,Munsar,21.4,79.302083,2016-01-22,0.0,15.91,25.92,8.1,29.12,2.16,19.25
M04,Munsar,21.4,79.302083,2016-01-23,0.0,16.78,27.26,6.57,22.1,1.43,19.76
M04,Munsar,21.4,79.302083,2016-01-24,0.0,18.18,28.84,7.8,21.46,1.29,19.89
M04,Munsar,21.4,79.302083,2016-01-25,0.0,19.05,29.4,9.02,23.43,1.41,19.19
M04,Munsar,21.4,79.302083,2016-01-26,0.0,20.11,30.04,10.22,27.27,1.47,17.11
M04,Munsar,21.4,79.302083,2016-01-27,0.0,20.62,31.37,11.15,25.89,1.58,18.51
M04,Munsar,21.4,79.302083,2016-01-28,0.0,21.58,31.98,12.36,26.98,1.68,19.51
M04,Munsar,21.4,79.302083,2016-01-29,0.0,22.91,33.0,14.03,30.78,1.95,18.71
M04,Munsar,21.4,79.302083,2016-01-30,0.0,23.62,34.49,14.32,27.71,1.27,19.41
M04,Munsar,21.4,79.302083,2016-01-31,0.0,24.83,35.11,15.4,22.72,1.35,19.93
M04,Munsar,21.4,79.302083,2016-02-01,0.0,24.02,33.8,15.27,27.92,1.64,19.35
M04,Munsar,21.4,79.302083,2016-02-02,0.0,23.85,33.58,14.68,26.54,1.67,19.5
M04,Munsar,21.4,79.302083,2016-02-03,0.0,22.78,32.42,15.37,32.91,2.68,19.49
M04,Munsar,21.4,79.302083,2016-02-04,0.0,21.69,31.48,13.0,24.16,1.9,20.22
M04,Munsar,21.4,79.302083,2016-02-05,0.0,21.91,31.99,11.9,20.0,1.47,19.92
M04,Munsar,21.4,79.302083,2016-02-06,0.0,23.46,32.89,13.03,22.83,1.79,19.15
M04,Munsar,21.4,79.302083,2016-02-07,0.0,25.04,32.61,19.86,37.9,2.91,15.55
M04,Munsar,21.4,79.302083,2016-02-08,0.0,23.18,32.43,15.4,22.18,2.44,19.61
M04,Munsar,21.4,79.302083,2016-02-09,0.0,22.44,31.86,13.33,23.05,1.92,19.33
M04,Munsar,21.4,79.302083,2016-02-10,0.0,24.11,32.8,14.28,27.67,1.65,16.61
M04,Munsar,21.4,79.302083,2016-02-11,0.0,25.67,34.26,20.27,30.32,1.68,17.49
M04,Munsar,21.4,79.302083,2016-02-12,0.0,25.31,34.07,16.5,19.62,1.91,19.13
M04,Munsar,21.4,79.302083,2016-02-13,0.02,25.28,34.19,16.69,27.16,1.63,18.18
M04,Munsar,21.4,79.302083,2016-02-14,0.0,25.77,33.46,17.36,25.13,1.71,17.93
M04,Munsar,21.4,79.302083,2016-02-15,0.0,24.46,29.87,19.45,39.95,2.06,13.09
M04,Munsar,21.4,79.302083,2016-02-16,0.0,27.05,34.95,20.51,38.03,1.93,18.17
M04,Munsar,21.4,79.302083,2016-02-17,0.0,26.92,34.68,17.89,34.67,1.25,18.53
M04,Munsar,21.4,79.302083,2016-02-18,0.0,27.64,35.89,19.5,29.29,1.39,19.99
M04,Munsar,21.4,79.302083,2016-02-19,0.0,28.24,36.44,20.39,24.01,1.46,20.19
M04,Munsar,21.4,79.302083,2016-02-20,0.0,28.13,36.57,20.33,23.08,1.7,16.73
M04,Munsar,21.4,79.302083,2016-02-21,0.0,28.11,34.78,21.06,34.94,1.88,16.14
M04,Munsar,21.4,79.302083,2016-02-22,0.0,29.21,37.38,20.94,28.13,2.05,18.48
M04,Munsar,21.4,79.302083,2016-02-23,0.0,29.09,37.59,21.24,16.48,2.0,20.44
M04,Munsar,21.4,79.302083,2016-02-24,0.0,28.53,36.64,19.97,21.21,1.72,19.33
M04,Munsar,21.4,79.302083,2016-02-25,0.04,28.76,36.01,21.6,29.11,1.72,19.01
M04,Munsar,21.4,79.302083,2016-02-26,2.24,28.69,35.32,21.95,40.08,2.0,16.92
M04,Munsar,21.4,79.302083,2016-02-27,0.87,28.18,33.79,23.36,42.72,1.76,15.53
M04,Munsar,21.4,79.302083,2016-02-28,3.26,27.13,34.74,19.85,32.35,1.65,17.04
M04,Munsar,21.4,79.302083,2016-02-29,7.97,25.99,32.25,20.62,50.57,1.33,14.38
M04,Munsar,21.4,79.302083,2016-03-01,0.05,26.77,34.1,19.97,53.56,0.86,19.95
M04,Munsar,21.4,79.302083,2016-03-02,0.0,26.78,34.67,18.17,37.7,1.11,21.57
M04,Munsar,21.4,79.302083,2016-03-03,0.17,27.24,34.77,18.83,34.7,0.89,18.67
M04,Munsar,21.4,79.302083,2016-03-04,1.32,28.79,36.85,20.76,40.19,1.4,17.87
M04,Munsar,21.4,79.302083,2016-03-05,1.14,29.34,36.39,23.24,40.33,1.46,21.62
M04,Munsar,21.4,79.302083,2016-03-06,3.04,27.67,34.62,22.7,48.99,1.9,16.39
M04,Munsar,21.4,79.302083,2016-03-07,1.29,27.99,35.65,22.05,47.95,2.14,20.01
M04,Munsar,21.4,79.302083,2016-03-08,0.0,28.44,36.57,20.65,39.48,1.66,20.77
M04,Munsar,21.4,79.302083,2016-03-09,0.14,28.17,35.75,21.46,36.77,1.67,18.97
M04,Munsar,21.4,79.302083,2016-03-10,0.0,29.32,38.15,22.02,31.49,1.48,23.27
M04,Munsar,21.4,79.302083,2016-03-11,0.0,29.94,38.78,21.42,31.67,1.37,23.51
M04,Munsar,21.4,79.302083,2016-03-12,2.43,31.16,39.13,24.96,31.75,2.1,19.35
M04,Munsar,21.4,79.302083,2016-03-13,0.28,29.14,35.75,23.13,39.28,1.49,15.9
M04,Munsar,21.4,79.302083,2016-03-14,2.35,27.85,35.65,21.86,39.94,1.77,20.91
M04,Munsar,21.4,79.302083,2016-03-15,0.15,26.07,33.5,18.03,41.33,1.97,18.67
M04,Munsar,21.4,79.302083,2016-03-16,0.89,26.39,34.36,18.65,41.33,2.18,23.1
M04,Munsar,21.4,79.302083,2016-03-17,0.01,28.12,35.89,19.78,39.43,1.74,20.24
M04,Munsar,21.4,79.302083,2016-03-18,0.0,30.37,38.65,22.52,37.96,1.89,21.74
M04,Munsar,21.4,79.302083,2016-03-19,0.0,30.81,39.53,23.29,27.03,2.99,25.02
M04,Munsar,21.4,79.302083,2016-03-20,0.0,30.43,39.65,22.2,23.22,2.99,24.82
M04,Munsar,21.4,79.302083,2016-03-21,0.0,30.07,39.69,21.58,16.24,2.59,26.51
M04,Munsar,21.4,79.302083,2016-03-22,0.0,29.61,39.02,21.07,17.32,2.6,25.98
M04,Munsar,21.4,79.302083,2016-03-23,0.0,29.72,40.21,19.78,10.47,2.26,27.63
M04,Munsar,21.4,79.302083,2016-03-24,0.0,30.29,40.63,18.73,10.09,1.86,26.75
M04,Munsar,21.4,79.302083,2016-03-25,0.0,30.69,40.91,19.38,11.67,1.72,25.48
M04,Munsar,21.4,79.302083,2016-03-26,0.0,31.69,41.45,21.38,15.13,1.62,21.5
M04,Munsar,21.4,79.302083,2016-03-27,6.46,31.18,40.04,24.65,31.89,2.34,13.21
M04,Munsar,21.4,79.302083,2016-03-28,0.3,29.41,37.64,22.06,44.06,2.11,23.24
M04,Munsar,21.4,79.302083,2016-03-29,0.0,30.4,39.5,22.23,32.11,1.28,24.62
M04,Munsar,21.4,79.302083,2016-03-30,0.0,30.54,38.8,21.24,26.23,1.35,25.66
M04,Munsar,21.4,79.302083,2016-03-31,0.0,30.7,39.06,20.97,26.39,1.63,25.0
M04,Munsar,21.4,79.302083,2016-04-01,0.0,32.46,41.88,22.53,17.31,1.46,26.86
M04,Munsar,21.4,79.302083,2016-04-02,0.0,33.43,42.53,24.19,17.2,1.71,26.53
M04,Munsar,21.4,79.302083,2016-04-03,0.0,34.07,42.51,27.39,21.35,1.44,25.08
M04,Munsar,21.4,79.302083,2016-04-04,0.0,35.43,43.52,26.81,22.62,1.16,21.5
M04,Munsar,21.4,79.302083,2016-04-05,0.09,34.41,41.79,27.36,24.47,1.76,18.25
M04,Munsar,21.4,79.302083,2016-04-06,0.03,33.59,40.17,26.6,30.31,2.46,19.5
M04,Munsar,21.4,79.302083,2016-04-07,0.45,33.26,39.97,25.51,31.43,1.72,21.02
M04,Munsar,21.4,79.302083,2016-04-08,0.0,34.23,41.66,27.27,23.93,2.16,23.01
M04,Munsar,21.4,79.302083,2016-04-09,0.01,34.05,41.77,26.07,23.01,2.4,24.07
M04,Munsar,21.4,79.302083,2016-04-10,0.03,34.25,41.59,27.06,21.91,2.02,23.55
M04,Munsar,21.4,79.302083,2016-04-11,0.0,34.81,42.62,26.08,20.68,2.58,24.8
M04,Munsar,21.4,79.302083,2016-04-12,0.0,34.91,43.2,26.58,18.02,3.44,25.72
M04,Munsar,21.4,79.302083,2016-04-13,0.0,34.04,42.69,25.88,15.07,3.31,27.9
M04,Munsar,21.4,79.302083,2016-04-14,0.0,33.95,43.06,24.82,11.26,2.09,28.95
M04,Munsar,21.4,79.302083,2016-04-15,0.0,35.37,44.89,25.91,11.08,1.36,28.23
M04,Munsar,21.4,79.302083,2016-04-16,0.0,36.17,45.58,26.51,13.57,1.7,27.44
M04,Munsar,21.4,79.302083,2016-04-17,0.0,36.4,44.54,28.28,17.05,1.59,25.96
M04,Munsar,21.4,79.302083,2016-04-18,0.0,35.56,43.11,27.89,18.61,2.2,27.11
M04,Munsar,21.4,79.302083,2016-04-19,0.0,36.47,43.97,27.92,19.95,1.46,24.86
M04,Munsar,21.4,79.302083,2016-04-20,0.0,36.53,41.67,31.56,24.38,1.65,23.07
M04,Munsar,21.4,79.302083,2016-04-21,0.0,36.9,43.94,29.7,18.1,3.41,26.1
M04,Munsar,21.4,79.302083,2016-04-22,0.0,36.73,45.18,29.52,13.78,4.81,28.01
M04,Munsar,21.4,79.302083,2016-04-23,0.0,34.46,42.37,26.47,19.07,4.8,27.79
M04,Munsar,21.4,79.302083,2016-04-24,0.0,34.62,42.88,26.6,17.35,3.35,28.05
M04,Munsar,21.4,79.302083,2016-04-25,0.0,35.46,43.51,26.89,18.52,2.58,27.89
M04,Munsar,21.4,79.302083,2016-04-26,0.0,36.01,43.51,27.87,17.36,2.03,27.6
M04,Munsar,21.4,79.302083,2016-04-27,0.0,35.89,43.52,27.83,18.97,1.52,25.46
M04,Munsar,21.4,79.302083,2016-04-28,2.36,35.83,43.29,27.49,20.56,1.64,24.27
M04,Munsar,21.4,79.302083,2016-04-29,0.25,36.46,44.05,29.48,24.06,2.19,22.0
M04,Munsar,21.4,79.302083,2016-04-30,0.02,35.64,43.81,28.46,21.83,2.3,24.8
M04,Munsar,21.4,79.302083,2016-05-01,0.07,35.98,44.95,26.94,16.04,2.72,25.04
M04,Munsar,21.4,79.302083,2016-05-02,0.17,37.24,45.0,29.31,17.91,2.62,21.79
M04,Munsar,21.4,79.302083,2016-05-03,0.07,34.71,40.15,28.91,25.34,2.32,23.16
M04,Munsar,21.4,79.302083,2016-05-04,0.03,35.54,43.11,27.79,25.65,2.69,25.86
M04,Munsar,21.4,79.302083,2016-05-05,1.29,34.75,41.25,28.18,25.82,2.69,26.73
M04,Munsar,21.4,79.302083,2016-05-06,5.22,31.56,37.74,25.37,41.86,2.92,26.99
M04,Munsar,21.4,79.302083,2016-05-07,0.08,31.92,37.41,25.99,42.38,1.64,26.49
M04,Munsar,21.4,79.302083,2016-05-08,0.01,33.63,40.06,26.34,35.78,1.5,21.25
M04,Munsar,21.4,79.302083,2016-05-09,1.9,35.09,41.53,27.9,36.22,1.29,23.43
M04,Munsar,21.4,79.302083,2016-05-10,0.53,34.78,40.94,28.94,33.02,0.87,24.16
M04,Munsar,21.4,79.302083,2016-05-11,0.04,35.55,41.55,28.57,31.26,1.21,22.15
M04,Munsar,21.4,79.302083,2016-05-12,0.01,36.98,44.31,29.38,24.69,1.44,23.69
M04,Munsar,21.4,79.302083,2016-05-13,0.03,37.52,44.84,30.07,21.47,1.61,25.77
M04,Munsar,21.4,79.302083,2016-05-14,0.0,38.0,45.75,29.51,19.93,1.4,26.12
M04,Munsar,21.4,79.302083,2016-05-15,0.0,37.91,45.94,30.05,21.36,1.93,27.12
M04,Munsar,21.4,79.302083,2016-05-16,0.0,38.41,45.84,30.92,24.09,2.69,26.85
M04,Munsar,21.4,79.302083,2016-05-17,0.0,38.4,45.55,31.01,25.21,3.1,26.72
M04,Munsar,21.4,79.302083,2016-05-18,0.0,37.86,44.52,31.22,31.54,3.3,25.75
M04,Munsar,21.4,79.302083,2016-05-19,0.0,37.18,43.7,30.45,29.98,3.39,23.3
M04,Munsar,21.4,79.302083,2016-05-20,0.02,38.2,44.73,30.82,29.6,1.75,25.1
M04,Munsar,21.4,79.302083,2016-05-21,1.02,39.0,46.61,31.37,23.18,5.21,24.46
M04,Munsar,21.4,79.302083,2016-05-22,1.44,37.42,45.29,29.83,27.13,4.54,28.0
M04,Munsar,21.4,79.302083,2016-05-23,0.0,36.95,44.32,29.85,30.44,4.54,27.73
M04,Munsar,21.4,79.302083,2016-05-24,0.0,37.09,44.81,30.34,27.52,4.38,25.27
M04,Munsar,21.4,79.302083,2016-05-25,0.56,36.65,43.25,30.11,27.38,5.04,25.93
M04,Munsar,21.4,79.302083,2016-05-26,0.25,36.31,43.55,29.23,30.1,4.05,25.29
M04,Munsar,21.4,79.302083,2016-05-27,0.02,37.16,44.04,30.12,29.21,4.69,24.94
M04,Munsar,21.4,79.302083,2016-05-28,0.2,37.37,43.59,30.72,28.76,3.78,25.47
M04,Munsar,21.4,79.302083,2016-05-29,0.99,36.71,42.71,30.1,29.73,3.75,25.02
M04,Munsar,21.4,79.302083,2016-05-30,0.5,36.57,42.9,30.1,29.06,2.88,24.45
M04,Munsar,21.4,79.302083,2016-05-31,0.0,37.19,43.68,30.07,27.64,1.99,22.38
M04,Munsar,21.4,79.302083,2016-06-01,0.65,37.12,41.91,31.73,27.48,1.89,20.33
M04,Munsar,21.4,79.302083,2016-06-02,0.12,38.44,44.48,32.06,24.64,1.6,22.62
M04,Munsar,21.4,79.302083,2016-06-03,0.0,39.16,45.7,33.27,22.18,3.17,22.77
M04,Munsar,21.4,79.302083,2016-06-04,0.18,37.33,43.84,30.58,32.24,2.72,23.83
M04,Munsar,21.4,79.302083,2016-06-05,0.59,36.12,42.65,30.66,38.37,3.22,22.88
M04,Munsar,21.4,79.302083,2016-06-06,1.42,34.9,40.22,29.14,42.05,2.49,24.41
M04,Munsar,21.4,79.302083,2016-06-07,0.77,36.42,43.55,30.06,37.18,2.41,23.66
M04,Munsar,21.4,79.302083,2016-06-08,1.19,35.23,42.95,28.42,42.11,3.13,24.43
M04,Munsar,21.4,79.302083,2016-06-09,2.57,35.01,42.32,28.15,41.8,3.24,22.54
M04,Munsar,21.4,79.302083,2016-06-10,1.18,35.81,42.12,29.19,39.0,3.15,22.12
M04,Munsar,21.4,79.302083,2016-06-11,2.2,33.36,40.02,28.54,47.59,2.51,21.82
M04,Munsar,21.4,79.302083,2016-06-12,2.01,34.66,40.67,29.11,43.51,2.9,21.56
M04,Munsar,21.4,79.302083,2016-06-13,0.23,34.78,41.23,28.31,39.21,3.42,22.17
M04,Munsar,21.4,79.302083,2016-06-14,0.0,35.58,42.1,29.46,36.97,4.44,25.79
M04,Munsar,21.4,79.302083,2016-06-15,0.0,35.29,40.41,29.82,38.2,4.39,23.86
M04,Munsar,21.4,79.302083,2016-06-16,1.15,35.42,40.66,29.91,37.42,3.31,23.11
M04,Munsar,21.4,79.302083,2016-06-17,8.04,33.41,37.46,27.72,44.47,2.56,14.53
M04,Munsar,21.4,79.302083,2016-06-18,6.32,30.2,36.27,25.63,62.35,2.42,10.01
M04,Munsar,21.4,79.302083,2016-06-19,3.73,30.52,36.09,26.52,63.8,1.86,14.63
M04,Munsar,21.4,79.302083,2016-06-20,0.32,30.98,36.59,26.07,61.71,3.12,17.51
M04,Munsar,21.4,79.302083,2016-06-21,0.01,31.89,37.83,26.19,57.11,2.95,21.95
M04,Munsar,21.4,79.302083,2016-06-22,13.24,30.94,35.51,27.16,63.27,2.73,21.65
M04,Munsar,21.4,79.302083,2016-06-23,12.22,29.65,34.3,26.6,73.87,1.78,22.36
M04,Munsar,21.4,79.302083,2016-06-24,17.51,27.96,31.15,25.44,77.39,2.0,11.1
M04,Munsar,21.4,79.302083,2016-06-25,4.16,28.94,34.0,24.81,74.57,1.47,22.53
M04,Munsar,21.4,79.302083,2016-06-26,9.14,29.7,33.99,25.97,71.01,1.12,19.5
M04,Munsar,21.4,79.302083,2016-06-27,10.69,29.08,33.58,25.39,74.02,1.81,19.69
M04,Munsar,21.4,79.302083,2016-06-28,22.95,28.62,33.07,26.05,81.81,2.07,11.42
M04,Munsar,21.4,79.302083,2016-06-29,2.47,29.73,34.4,25.27,75.75,1.84,19.91
M04,Munsar,21.4,79.302083,2016-06-30,10.94,30.47,35.18,26.19,72.32,1.87,20.35
M04,Munsar,21.4,79.302083,2016-07-01,11.19,28.99,32.25,26.46,81.48,2.64,11.83
M04,Munsar,21.4,79.302083,2016-07-02,35.24,27.27,30.09,25.18,86.72,2.69,14.12
M04,Munsar,21.4,79.302083,2016-07-03,24.89,26.85,29.51,24.74,87.62,3.42,10.89
M04,Munsar,21.4,79.302083,2016-07-04,12.63,26.73,29.8,24.55,85.63,2.87,12.48
M04,Munsar,21.4,79.302083,2016-07-05,24.23,25.96,29.16,24.29,87.28,4.58,7.38
M04,Munsar,21.4,79.302083,2016-07-06,15.43,26.2,29.82,23.95,85.55,4.5,9.66
M04,Munsar,21.4,79.302083,2016-07-07,25.96,26.56,29.77,24.24,85.9,5.39,6.43
M04,Munsar,21.4,79.302083,2016-07-08,55.09,25.6,27.58,23.69,92.42,5.36,5.15
M04,Munsar,21.4,79.302083,2016-07-09,35.46,27.05,29.66,25.13,89.35,2.73,10.73
M04,Munsar,21.4,79.302083,2016-07-10,14.69,27.62,32.18,24.85,85.43,2.24,9.81
M04,Munsar,21.4,79.302083,2016-07-11,26.69,27.99,31.28,24.97,87.4,1.48,13.63
M04,Munsar,21.4,79.302083,2016-07-12,23.49,25.87,28.45,23.17,89.73,4.87,7.12
M04,Munsar,21.4,79.302083,2016-07-13,1.25,25.83,29.44,22.3,86.14,3.58,13.64
M04,Munsar,21.4,79.302083,2016-07-14,0.07,27.27,31.47,23.55,82.62,3.08,20.75
M04,Munsar,21.4,79.302083,2016-07-15,2.06,26.64,29.53,24.09,85.71,2.67,14.07
M04,Munsar,21.4,79.302083,2016-07-16,1.88,26.28,29.78,23.77,85.3,2.75,10.07
M04,Munsar,21.4,79.302083,2016-07-17,7.73,26.21,30.5,23.27,85.92,2.67,15.82
M04,Munsar,21.4,79.302083,2016-07-18,11.68,25.18,28.42,23.3,89.12,2.22,8.49
M04,Munsar,21.4,79.302083,2016-07-19,2.82,25.18,27.84,22.9,88.65,3.21,10.94
M04,Munsar,21.4,79.302083,2016-07-20,6.51,26.85,31.01,23.32,85.4,2.31,16.31
M04,Munsar,21.4,79.302083,2016-07-21,16.36,27.57,31.5,24.17,84.51,1.58,11.86
M04,Munsar,21.4,79.302083,2016-07-22,25.2,27.77,31.63,24.75,84.9,1.63,8.12
M04,Munsar,21.4,79.302083,2016-07-23,11.37,27.38,31.03,24.58,84.56,0.7,16.1
M04,Munsar,21.4,79.302083,2016-07-24,8.22,26.85,29.95,24.47,86.34,1.67,20.23
M04,Munsar,21.4,79.302083,2016-07-25,14.06,26.37,29.33,24.14,89.3,2.08,18.94
M04,Munsar,21.4,79.302083,2016-07-26,14.77,26.16,29.24,23.98,90.72,2.11,15.86
M04,Munsar,21.4,79.302083,2016-07-27,8.91,26.36,29.89,23.92,88.54,3.7,15.16
M04,Munsar,21.4,79.302083,2016-07-28,3.64,25.89,28.92,23.66,88.77,3.37,17.09
M04,Munsar,21.4,79.302083,2016-07-29,2.97,25.89,28.57,23.19,88.17,1.7,15.12
M04,Munsar,21.4,79.302083,2016-07-30,8.43,26.39,30.07,23.09,85.95,1.74,18.07
M04,Munsar,21.4,79.302083,2016-07-31,8.47,25.7,28.52,23.72,89.78,2.06,11.77
M04,Munsar,21.4,79.302083,2016-08-01,12.12,26.27,29.22,23.83,89.7,2.98,10.31
M04,Munsar,21.4,79.302083,2016-08-02,18.28,25.34,27.71,23.76,90.61,2.93,7.99
M04,Munsar,21.4,79.302083,2016-08-03,9.23,25.1,27.86,22.88,89.08,3.97,13.54
M04,Munsar,21.4,79.302083,2016-08-04,7.96,25.91,29.34,23.23,89.18,3.8,11.41
M04,Munsar,21.4,79.302083,2016-08-05,14.69,25.2,27.26,23.48,92.35,3.63,9.6
M04,Munsar,21.4,79.302083,2016-08-06,19.07,24.95,26.87,23.54,93.13,3.84,6.71
M04,Munsar,21.4,79.302083,2016-08-07,10.56,24.56,26.43,23.0,92.84,3.89,11.92
M04,Munsar,21.4,79.302083,2016-08-08,1.35,25.72,29.12,22.85,87.74,3.33,14.53
M04,Munsar,21.4,79.302083,2016-08-09,2.9,26.05,29.42,23.02,88.6,3.56,13.97
