date,mine,state,planned_production_tonnes,actual_production_tonnes,shortfall_tonnes,shortfall_pct,rainfall_mm,equipment_downtime_hrs,blasting_delayed,blasting_delay_hrs,transport_availability_pct,labour_attendance_pct,primary_shortfall_cause,financial_year,national_annual_production_000t,state_annual_production_000t,actual_production_calibrated
19-05-2022,Dongri Buzurg,Maharashtra,387.26,377.98,9.28,2.4,9.1,0,TRUE,2,100,91.3,labour_shortage,2022-23,2827,751.1,377.98
20-05-2022,Dongri Buzurg,Maharashtra,387.26,390.27,-3.01,-0.8,1.4,0,FALSE,0,96.9,95.1,none,2022-23,2827,751.1,390.27
21-05-2022,Dongri Buzurg,Maharashtra,387.26,372.82,14.44,3.7,3.5,0,FALSE,0,93.4,86.1,labour_shortage,2022-23,2827,751.1,372.82
22-05-2022,Dongri Buzurg,Maharashtra,387.26,359.77,27.49,7.1,6,0,TRUE,5.9,89.9,92.8,blasting_delay,2022-23,2827,751.1,359.77
23-05-2022,Dongri Buzurg,Maharashtra,387.26,368.18,19.08,4.9,1.2,0,TRUE,3.2,91.7,96.5,transport_issue,2022-23,2827,751.1,368.18
24-05-2022,Dongri Buzurg,Maharashtra,387.26,388.29,-1.03,-0.3,7.9,0,FALSE,0,91.7,99.6,none,2022-23,2827,751.1,388.29
25-05-2022,Dongri Buzurg,Maharashtra,387.26,385.53,1.73,0.4,1.2,0,FALSE,0,84.4,100,transport_issue,2022-23,2827,751.1,385.53
26-05-2022,Dongri Buzurg,Maharashtra,387.26,359.81,27.45,7.1,5.4,0,FALSE,0,89.1,83.9,labour_shortage,2022-23,2827,751.1,359.81
27-05-2022,Dongri Buzurg,Maharashtra,387.26,389.33,-2.07,-0.5,2.2,0,FALSE,0,95.1,90.8,none,2022-23,2827,751.1,389.33
28-05-2022,Dongri Buzurg,Maharashtra,387.26,386.19,1.07,0.3,7.2,0,FALSE,0,100,87.5,labour_shortage,2022-23,2827,751.1,386.19
29-05-2022,Dongri Buzurg,Maharashtra,387.26,374.05,13.21,3.4,3.3,0,FALSE,0,92,97.9,transport_issue,2022-23,2827,751.1,374.05
30-05-2022,Dongri Buzurg,Maharashtra,387.26,382.55,4.71,1.2,0.6,0,TRUE,2.7,100,92.8,labour_shortage,2022-23,2827,751.1,382.55
31-05-2022,Dongri Buzurg,Maharashtra,387.26,380.18,7.08,1.8,3.8,0,FALSE,0,92.7,98.2,transport_issue,2022-23,2827,751.1,380.18
01-06-2022,Dongri Buzurg,Maharashtra,387.26,373.09,14.17,3.7,26.6,0,FALSE,0,78.5,100,transport_issue,2022-23,2827,751.1,373.09
02-06-2022,Dongri Buzurg,Maharashtra,387.26,365.81,21.45,5.5,29.1,0,FALSE,0,88.8,91,transport_issue,2022-23,2827,751.1,365.81
03-06-2022,Dongri Buzurg,Maharashtra,387.26,379.79,7.47,1.9,25.6,0,FALSE,0,81,100,transport_issue,2022-23,2827,751.1,379.79
04-06-2022,Dongri Buzurg,Maharashtra,387.26,367.99,19.27,5,24.6,0,FALSE,0,80.1,98.2,transport_issue,2022-23,2827,751.1,367.99
05-06-2022,Dongri Buzurg,Maharashtra,387.26,340.33,46.93,12.1,26,6.1,FALSE,0,88.9,93.6,equipment_failure,2022-23,2827,751.1,340.33
06-06-2022,Dongri Buzurg,Maharashtra,387.26,351.32,35.94,9.3,8.1,3.9,FALSE,0,76.6,100,transport_issue,2022-23,2827,751.1,351.32
07-06-2022,Dongri Buzurg,Maharashtra,387.26,367,20.26,5.2,35.1,0,FALSE,0,88.3,91.2,transport_issue,2022-23,2827,751.1,367
08-06-2022,Dongri Buzurg,Maharashtra,387.26,378.06,9.2,2.4,20.4,0,FALSE,0,83.5,98.7,transport_issue,2022-23,2827,751.1,378.06
09-06-2022,Dongri Buzurg,Maharashtra,387.26,286.42,100.84,26,18.7,13.8,FALSE,0,81.5,96.3,equipment_failure,2022-23,2827,751.1,286.42
10-06-2022,Dongri Buzurg,Maharashtra,387.26,302.63,84.63,21.9,53.1,7.2,TRUE,2.7,79.3,94.4,heavy_rainfall,2022-23,2827,751.1,302.63
11-06-2022,Dongri Buzurg,Maharashtra,387.26,367.28,19.98,5.2,34.7,0,FALSE,0,79.6,100,transport_issue,2022-23,2827,751.1,367.28
12-06-2022,Dongri Buzurg,Maharashtra,387.26,348.94,38.32,9.9,58.3,0,TRUE,3.4,77.9,92.9,heavy_rainfall,2022-23,2827,751.1,348.94
13-06-2022,Dongri Buzurg,Maharashtra,387.26,318.47,68.79,17.8,5.9,7.3,FALSE,0,83.2,89.2,transport_issue,2022-23,2827,751.1,318.47
14-06-2022,Dongri Buzurg,Maharashtra,387.26,348.1,39.16,10.1,65,0,FALSE,0,79.7,91,heavy_rainfall,2022-23,2827,751.1,348.1
15-06-2022,Dongri Buzurg,Maharashtra,387.26,370.57,16.69,4.3,16.7,0,FALSE,0,81.4,95.7,transport_issue,2022-23,2827,751.1,370.57
16-06-2022,Dongri Buzurg,Maharashtra,387.26,365.33,21.93,5.7,4,0,FALSE,0,73.3,91.8,transport_issue,2022-23,2827,751.1,365.33
17-06-2022,Dongri Buzurg,Maharashtra,387.26,371.12,16.14,4.2,25.7,0,FALSE,0,82.9,93.9,transport_issue,2022-23,2827,751.1,371.12
18-06-2022,Dongri Buzurg,Maharashtra,387.26,360.74,26.52,6.8,66.7,0,FALSE,0,76.5,95.1,heavy_rainfall,2022-23,2827,751.1,360.74
19-06-2022,Dongri Buzurg,Maharashtra,387.26,374.92,12.34,3.2,21,0,FALSE,0,76.6,91.8,transport_issue,2022-23,2827,751.1,374.92
20-06-2022,Dongri Buzurg,Maharashtra,387.26,335.82,51.44,13.3,42.8,4.8,FALSE,0,84.5,86.8,transport_issue,2022-23,2827,751.1,335.82
21-06-2022,Dongri Buzurg,Maharashtra,387.26,366.21,21.05,5.4,34,0,FALSE,0,80,93.5,transport_issue,2022-23,2827,751.1,366.21
22-06-2022,Dongri Buzurg,Maharashtra,387.26,366.33,20.93,5.4,7.9,0,FALSE,0,74.5,95.1,transport_issue,2022-23,2827,751.1,366.33
23-06-2022,Dongri Buzurg,Maharashtra,387.26,369.16,18.1,4.7,3.9,0,FALSE,0,89.6,96.9,transport_issue,2022-23,2827,751.1,369.16
24-06-2022,Dongri Buzurg,Maharashtra,387.26,359.4,27.86,7.2,52.8,0,TRUE,5.2,92.7,93.4,heavy_rainfall,2022-23,2827,751.1,359.4
25-06-2022,Dongri Buzurg,Maharashtra,387.26,356.59,30.67,7.9,36.4,0,FALSE,0,78,96.7,transport_issue,2022-23,2827,751.1,356.59
26-06-2022,Dongri Buzurg,Maharashtra,387.26,377.05,10.21,2.6,19.3,0,FALSE,0,90.7,90.9,transport_issue,2022-23,2827,751.1,377.05
27-06-2022,Dongri Buzurg,Maharashtra,387.26,365.19,22.07,5.7,49.4,0,FALSE,0,82.4,96,heavy_rainfall,2022-23,2827,751.1,365.19
28-06-2022,Dongri Buzurg,Maharashtra,387.26,355.45,31.81,8.2,41.4,0,TRUE,2.8,84.5,91.8,transport_issue,2022-23,2827,751.1,355.45
29-06-2022,Dongri Buzurg,Maharashtra,387.26,326.38,60.88,15.7,19.5,7.2,FALSE,0,70.7,89,transport_issue,2022-23,2827,751.1,326.38
30-06-2022,Dongri Buzurg,Maharashtra,387.26,371.15,16.11,4.2,47,0,FALSE,0,83.5,95.1,heavy_rainfall,2022-23,2827,751.1,371.15
01-07-2022,Dongri Buzurg,Maharashtra,387.26,363.62,23.64,6.1,17.5,0,FALSE,0,74,92.7,transport_issue,2022-23,2827,751.1,363.62
02-07-2022,Dongri Buzurg,Maharashtra,387.26,345.35,41.91,10.8,39.3,0,TRUE,5.8,80.8,97.9,transport_issue,2022-23,2827,751.1,345.35
03-07-2022,Dongri Buzurg,Maharashtra,387.26,368.31,18.95,4.9,50.6,0,FALSE,0,81.5,100,heavy_rainfall,2022-23,2827,751.1,368.31
04-07-2022,Dongri Buzurg,Maharashtra,387.26,380.28,6.98,1.8,27.9,0,FALSE,0,80.9,96.7,transport_issue,2022-23,2827,751.1,380.28
05-07-2022,Dongri Buzurg,Maharashtra,387.26,363.62,23.64,6.1,12.2,0,FALSE,0,75.4,95.9,transport_issue,2022-23,2827,751.1,363.62
06-07-2022,Dongri Buzurg,Maharashtra,387.26,371.66,15.6,4,21.7,0,FALSE,0,77.1,91.8,transport_issue,2022-23,2827,751.1,371.66
07-07-2022,Dongri Buzurg,Maharashtra,387.26,380.36,6.9,1.8,21,0,FALSE,0,80.1,97.9,transport_issue,2022-23,2827,751.1,380.36
08-07-2022,Dongri Buzurg,Maharashtra,387.26,384.61,2.65,0.7,34.2,0,FALSE,0,96.6,94.7,labour_shortage,2022-23,2827,751.1,384.61
09-07-2022,Dongri Buzurg,Maharashtra,387.26,347,40.26,10.4,34.9,3.4,FALSE,0,92.3,93.1,transport_issue,2022-23,2827,751.1,347
10-07-2022,Dongri Buzurg,Maharashtra,387.26,359.66,27.6,7.1,23.2,0,FALSE,0,80.3,91.8,transport_issue,2022-23,2827,751.1,359.66
11-07-2022,Dongri Buzurg,Maharashtra,387.26,376.18,11.08,2.9,29.3,0,FALSE,0,78.2,91.4,transport_issue,2022-23,2827,751.1,376.18
12-07-2022,Dongri Buzurg,Maharashtra,387.26,380.25,7.01,1.8,47.8,0,FALSE,0,84.1,100,heavy_rainfall,2022-23,2827,751.1,380.25
13-07-2022,Dongri Buzurg,Maharashtra,387.26,380.12,7.14,1.8,31.5,0,FALSE,0,82.8,95,transport_issue,2022-23,2827,751.1,380.12
14-07-2022,Dongri Buzurg,Maharashtra,387.26,374.06,13.2,3.4,40.5,0,FALSE,0,85.1,95,transport_issue,2022-23,2827,751.1,374.06
15-07-2022,Dongri Buzurg,Maharashtra,387.26,375.63,11.63,3,32.5,0,FALSE,0,80.7,91,transport_issue,2022-23,2827,751.1,375.63
16-07-2022,Dongri Buzurg,Maharashtra,387.26,380.69,6.57,1.7,11.5,0,FALSE,0,93.8,97.2,transport_issue,2022-23,2827,751.1,380.69
17-07-2022,Dongri Buzurg,Maharashtra,387.26,375.87,11.39,2.9,8.4,0,FALSE,0,81.1,94.6,transport_issue,2022-23,2827,751.1,375.87
18-07-2022,Dongri Buzurg,Maharashtra,387.26,356.58,30.68,7.9,68.7,0,FALSE,0,84.5,91,heavy_rainfall,2022-23,2827,751.1,356.58
19-07-2022,Dongri Buzurg,Maharashtra,387.26,369.47,17.79,4.6,14.8,0,FALSE,0,76.3,100,transport_issue,2022-23,2827,751.1,369.47
20-07-2022,Dongri Buzurg,Maharashtra,387.26,368.76,18.5,4.8,10.7,0,FALSE,0,72.8,97.2,transport_issue,2022-23,2827,751.1,368.76
21-07-2022,Dongri Buzurg,Maharashtra,387.26,366.04,21.22,5.5,45.5,0,FALSE,0,79.2,89.2,transport_issue,2022-23,2827,751.1,366.04
22-07-2022,Dongri Buzurg,Maharashtra,387.26,376.15,11.11,2.9,25.8,0,FALSE,0,78.4,100,transport_issue,2022-23,2827,751.1,376.15
23-07-2022,Dongri Buzurg,Maharashtra,387.26,379.21,8.05,2.1,5.8,0,FALSE,0,83.2,95.2,transport_issue,2022-23,2827,751.1,379.21
24-07-2022,Dongri Buzurg,Maharashtra,387.26,372.59,14.67,3.8,37.2,0,FALSE,0,90.2,88.3,labour_shortage,2022-23,2827,751.1,372.59
25-07-2022,Dongri Buzurg,Maharashtra,387.26,368.2,19.06,4.9,6.5,0,FALSE,0,89.8,98,transport_issue,2022-23,2827,751.1,368.2
26-07-2022,Dongri Buzurg,Maharashtra,387.26,356.23,31.03,8,8,3.8,FALSE,0,78.8,94.1,transport_issue,2022-23,2827,751.1,356.23
27-07-2022,Dongri Buzurg,Maharashtra,387.26,366.39,20.87,5.4,23.1,0,FALSE,0,88.5,98.5,transport_issue,2022-23,2827,751.1,366.39
28-07-2022,Dongri Buzurg,Maharashtra,387.26,367.23,20.03,5.2,23.8,0,FALSE,0,79.7,95.6,transport_issue,2022-23,2827,751.1,367.23
29-07-2022,Dongri Buzurg,Maharashtra,387.26,362.2,25.06,6.5,13.9,0,FALSE,0,82.8,98.5,transport_issue,2022-23,2827,751.1,362.2
30-07-2022,Dongri Buzurg,Maharashtra,387.26,370.89,16.37,4.2,26.5,0,FALSE,0,90,93.6,transport_issue,2022-23,2827,751.1,370.89
31-07-2022,Dongri Buzurg,Maharashtra,387.26,384.28,2.98,0.8,7.7,0,FALSE,0,92.6,93.2,transport_issue,2022-23,2827,751.1,384.28
01-08-2022,Dongri Buzurg,Maharashtra,387.26,353.79,33.47,8.6,48,0,TRUE,3.2,90.1,98.9,heavy_rainfall,2022-23,2827,751.1,353.79
02-08-2022,Dongri Buzurg,Maharashtra,387.26,372.11,15.15,3.9,26.6,0,TRUE,1.7,84,100,transport_issue,2022-23,2827,751.1,372.11
03-08-2022,Dongri Buzurg,Maharashtra,387.26,367.58,19.68,5.1,62,0,FALSE,0,84.5,95.8,heavy_rainfall,2022-23,2827,751.1,367.58
04-08-2022,Dongri Buzurg,Maharashtra,387.26,365.91,21.35,5.5,9.4,0,FALSE,0,86.2,95.6,transport_issue,2022-23,2827,751.1,365.91
05-08-2022,Dongri Buzurg,Maharashtra,387.26,383.94,3.32,0.9,19.9,0,FALSE,0,83.5,99.2,transport_issue,2022-23,2827,751.1,383.94
06-08-2022,Dongri Buzurg,Maharashtra,387.26,347.08,40.18,10.4,10.1,2.3,FALSE,0,83.2,88.3,transport_issue,2022-23,2827,751.1,347.08
07-08-2022,Dongri Buzurg,Maharashtra,387.26,356.89,30.37,7.8,12.9,0,FALSE,0,82.2,90,transport_issue,2022-23,2827,751.1,356.89
08-08-2022,Dongri Buzurg,Maharashtra,387.26,375.58,11.68,3,33.4,0,FALSE,0,80.9,92.9,transport_issue,2022-23,2827,751.1,375.58
09-08-2022,Dongri Buzurg,Maharashtra,387.26,349.89,37.37,9.6,36.4,0,TRUE,4,83.5,99.2,transport_issue,2022-23,2827,751.1,349.89
10-08-2022,Dongri Buzurg,Maharashtra,387.26,377.52,9.74,2.5,30.5,0,FALSE,0,78.7,100,transport_issue,2022-23,2827,751.1,377.52
11-08-2022,Dongri Buzurg,Maharashtra,387.26,378.15,9.11,2.4,40.4,0,FALSE,0,88.3,91.7,transport_issue,2022-23,2827,751.1,378.15
12-08-2022,Dongri Buzurg,Maharashtra,387.26,363.21,24.05,6.2,8.8,0,FALSE,0,86.9,91.7,transport_issue,2022-23,2827,751.1,363.21
13-08-2022,Dongri Buzurg,Maharashtra,387.26,353.58,33.68,8.7,85.7,0,FALSE,0,77,88.6,heavy_rainfall,2022-23,2827,751.1,353.58
14-08-2022,Dongri Buzurg,Maharashtra,387.26,337.7,49.56,12.8,24.7,3.1,FALSE,0,68.7,95.4,transport_issue,2022-23,2827,751.1,337.7
15-08-2022,Dongri Buzurg,Maharashtra,387.26,381.3,5.96,1.5,9.5,0,FALSE,0,85.7,94.3,transport_issue,2022-23,2827,751.1,381.3
16-08-2022,Dongri Buzurg,Maharashtra,387.26,354.63,32.63,8.4,69.7,0,FALSE,0,77,89.5,heavy_rainfall,2022-23,2827,751.1,354.63
17-08-2022,Dongri Buzurg,Maharashtra,387.26,358.86,28.4,7.3,24.9,0,FALSE,0,74,96.7,transport_issue,2022-23,2827,751.1,358.86
18-08-2022,Dongri Buzurg,Maharashtra,387.26,350.16,37.1,9.6,48.5,0,FALSE,0,75.9,92.5,transport_issue,2022-23,2827,751.1,350.16
19-08-2022,Dongri Buzurg,Maharashtra,387.26,333.23,54.03,14,65.3,4,FALSE,0,78.3,98.4,heavy_rainfall,2022-23,2827,751.1,333.23
20-08-2022,Dongri Buzurg,Maharashtra,387.26,367.59,19.67,5.1,5.7,0,FALSE,0,70.3,94.6,transport_issue,2022-23,2827,751.1,367.59
21-08-2022,Dongri Buzurg,Maharashtra,387.26,386.64,0.62,0.2,26.5,0,FALSE,0,88.3,95.6,transport_issue,2022-23,2827,751.1,386.64
22-08-2022,Dongri Buzurg,Maharashtra,387.26,360.25,27.01,7,68,0,FALSE,0,91,91.5,heavy_rainfall,2022-23,2827,751.1,360.25
23-08-2022,Dongri Buzurg,Maharashtra,387.26,351.69,35.57,9.2,18.4,5.2,FALSE,0,82.2,98.7,transport_issue,2022-23,2827,751.1,351.69
24-08-2022,Dongri Buzurg,Maharashtra,387.26,361.38,25.88,6.7,6.4,0,FALSE,0,79,95.2,transport_issue,2022-23,2827,751.1,361.38
25-08-2022,Dongri Buzurg,Maharashtra,387.26,387.66,-0.4,-0.1,14.2,0,FALSE,0,88.4,96.8,none,2022-23,2827,751.1,387.66
26-08-2022,Dongri Buzurg,Maharashtra,387.26,379.84,7.42,1.9,29.2,0,FALSE,0,89.3,92.4,transport_issue,2022-23,2827,751.1,379.84
27-08-2022,Dongri Buzurg,Maharashtra,387.26,357.29,29.97,7.7,17.2,0,FALSE,0,74.8,89.8,transport_issue,2022-23,2827,751.1,357.29
28-08-2022,Dongri Buzurg,Maharashtra,387.26,361.12,26.14,6.7,2.8,0,FALSE,0,78.7,99.9,transport_issue,2022-23,2827,751.1,361.12
29-08-2022,Dongri Buzurg,Maharashtra,387.26,386.45,0.81,0.2,27.1,0,FALSE,0,86.6,100,transport_issue,2022-23,2827,751.1,386.45
30-08-2022,Dongri Buzurg,Maharashtra,387.26,367.14,20.12,5.2,36.5,0,FALSE,0,77.9,89,transport_issue,2022-23,2827,751.1,367.14
31-08-2022,Dongri Buzurg,Maharashtra,387.26,359.05,28.21,7.3,27.1,0,FALSE,0,84.3,90.9,transport_issue,2022-23,2827,751.1,359.05
01-09-2022,Dongri Buzurg,Maharashtra,387.26,383.02,4.24,1.1,35.3,0,FALSE,0,86.4,96.7,transport_issue,2022-23,2827,751.1,383.02
02-09-2022,Dongri Buzurg,Maharashtra,387.26,335.15,52.11,13.5,40.3,6.4,FALSE,0,82.7,90.8,transport_issue,2022-23,2827,751.1,335.15
03-09-2022,Dongri Buzurg,Maharashtra,387.26,362.47,24.79,6.4,23.6,0,FALSE,0,73.4,96.1,transport_issue,2022-23,2827,751.1,362.47
04-09-2022,Dongri Buzurg,Maharashtra,387.26,350.56,36.7,9.5,6.3,4.2,FALSE,0,84,88.2,transport_issue,2022-23,2827,751.1,350.56
05-09-2022,Dongri Buzurg,Maharashtra,387.26,372.04,15.22,3.9,10.6,0,FALSE,0,78.5,87.3,transport_issue,2022-23,2827,751.1,372.04
06-09-2022,Dongri Buzurg,Maharashtra,387.26,331.83,55.43,14.3,24.3,7.3,FALSE,0,84.1,91.3,transport_issue,2022-23,2827,751.1,331.83
07-09-2022,Dongri Buzurg,Maharashtra,387.26,371.64,15.62,4,45.5,0,FALSE,0,87.8,100,heavy_rainfall,2022-23,2827,751.1,371.64
08-09-2022,Dongri Buzurg,Maharashtra,387.26,371.03,16.23,4.2,12.5,0,FALSE,0,84.3,100,transport_issue,2022-23,2827,751.1,371.03
09-09-2022,Dongri Buzurg,Maharashtra,387.26,353.13,34.13,8.8,18.3,0,FALSE,0,71.8,95.7,transport_issue,2022-23,2827,751.1,353.13
10-09-2022,Dongri Buzurg,Maharashtra,387.26,369.12,18.14,4.7,38.8,0,FALSE,0,87.3,99.3,transport_issue,2022-23,2827,751.1,369.12
11-09-2022,Dongri Buzurg,Maharashtra,387.26,378.82,8.44,2.2,19.9,0,FALSE,0,85.7,97.2,transport_issue,2022-23,2827,751.1,378.82
12-09-2022,Dongri Buzurg,Maharashtra,387.26,368.08,19.18,5,19.1,0,FALSE,0,79.4,90.6,transport_issue,2022-23,2827,751.1,368.08
13-09-2022,Dongri Buzurg,Maharashtra,387.26,347.38,39.88,10.3,6.4,0,TRUE,5.9,81.5,94.2,transport_issue,2022-23,2827,751.1,347.38
14-09-2022,Dongri Buzurg,Maharashtra,387.26,337.59,49.67,12.8,22.2,0,TRUE,5,75.3,93.6,transport_issue,2022-23,2827,751.1,337.59
15-09-2022,Dongri Buzurg,Maharashtra,387.26,369.54,17.72,4.6,27.6,0,FALSE,0,88.6,99.6,transport_issue,2022-23,2827,751.1,369.54
16-09-2022,Dongri Buzurg,Maharashtra,387.26,382.04,5.22,1.3,24.3,0,FALSE,0,93.7,97,transport_issue,2022-23,2827,751.1,382.04
17-09-2022,Dongri Buzurg,Maharashtra,387.26,355.9,31.36,8.1,47.3,0,FALSE,0,70.4,98.5,transport_issue,2022-23,2827,751.1,355.9
18-09-2022,Dongri Buzurg,Maharashtra,387.26,371.99,15.27,3.9,17.4,0,FALSE,0,83.9,91,transport_issue,2022-23,2827,751.1,371.99
19-09-2022,Dongri Buzurg,Maharashtra,387.26,360.54,26.72,6.9,22.5,0,FALSE,0,73.1,92.5,transport_issue,2022-23,2827,751.1,360.54
20-09-2022,Dongri Buzurg,Maharashtra,387.26,339.54,47.72,12.3,103.7,0,FALSE,0,83.5,89.8,heavy_rainfall,2022-23,2827,751.1,339.54
21-09-2022,Dongri Buzurg,Maharashtra,387.26,371.77,15.49,4,25.2,0,FALSE,0,81.8,95.6,transport_issue,2022-23,2827,751.1,371.77
22-09-2022,Dongri Buzurg,Maharashtra,387.26,320.79,66.47,17.2,15.3,7.9,FALSE,0,84.4,97.6,equipment_failure,2022-23,2827,751.1,320.79
23-09-2022,Dongri Buzurg,Maharashtra,387.26,356.38,30.88,8,61.7,0,FALSE,0,81.7,92.4,heavy_rainfall,2022-23,2827,751.1,356.38
24-09-2022,Dongri Buzurg,Maharashtra,387.26,363.02,24.24,6.3,50.6,0,TRUE,2,83.4,99.6,heavy_rainfall,2022-23,2827,751.1,363.02
25-09-2022,Dongri Buzurg,Maharashtra,387.26,360.42,26.84,6.9,34.8,0,FALSE,0,79.4,98.7,transport_issue,2022-23,2827,751.1,360.42
26-09-2022,Dongri Buzurg,Maharashtra,387.26,375.34,11.92,3.1,47.1,0,FALSE,0,80.1,96.9,transport_issue,2022-23,2827,751.1,375.34
27-09-2022,Dongri Buzurg,Maharashtra,387.26,375.7,11.56,3,6.3,0,FALSE,0,85.2,93.3,transport_issue,2022-23,2827,751.1,375.7
28-09-2022,Dongri Buzurg,Maharashtra,387.26,379.47,7.79,2,29.6,0,FALSE,0,80.3,95,transport_issue,2022-23,2827,751.1,379.47
29-09-2022,Dongri Buzurg,Maharashtra,387.26,346,41.26,10.7,14.4,0,TRUE,5.2,84.9,95.7,transport_issue,2022-23,2827,751.1,346
30-09-2022,Dongri Buzurg,Maharashtra,387.26,370.14,17.12,4.4,33.8,0,FALSE,0,69.9,97.9,transport_issue,2022-23,2827,751.1,370.14
01-10-2022,Dongri Buzurg,Maharashtra,387.26,367.13,20.13,5.2,3.2,0,FALSE,0,87,92.9,transport_issue,2022-23,2827,751.1,367.13
02-10-2022,Dongri Buzurg,Maharashtra,387.26,373.61,13.65,3.5,1.3,0,FALSE,0,86.7,98.9,transport_issue,2022-23,2827,751.1,373.61
03-10-2022,Dongri Buzurg,Maharashtra,387.26,341.74,45.52,11.8,6.5,7.9,FALSE,0,92.3,100,equipment_failure,2022-23,2827,751.1,341.74
04-10-2022,Dongri Buzurg,Maharashtra,387.26,386.53,0.73,0.2,2,0,FALSE,0,88.9,100,transport_issue,2022-23,2827,751.1,386.53
05-10-2022,Dongri Buzurg,Maharashtra,387.26,377.59,9.67,2.5,1.9,0,FALSE,0,86.5,91,transport_issue,2022-23,2827,751.1,377.59
06-10-2022,Dongri Buzurg,Maharashtra,387.26,385.67,1.59,0.4,2.2,0,FALSE,0,91.7,95.1,transport_issue,2022-23,2827,751.1,385.67
07-10-2022,Dongri Buzurg,Maharashtra,387.26,367.79,19.47,5,3.3,0,FALSE,0,93.7,90.3,labour_shortage,2022-23,2827,751.1,367.79
08-10-2022,Dongri Buzurg,Maharashtra,387.26,362.9,24.36,6.3,5.5,0,FALSE,0,89,88,labour_shortage,2022-23,2827,751.1,362.9
09-10-2022,Dongri Buzurg,Maharashtra,387.26,378.45,8.81,2.3,9.3,0,FALSE,0,94.3,96.7,transport_issue,2022-23,2827,751.1,378.45
10-10-2022,Dongri Buzurg,Maharashtra,387.26,368.31,18.95,4.9,3,0,FALSE,0,91.1,84.7,labour_shortage,2022-23,2827,751.1,368.31
11-10-2022,Dongri Buzurg,Maharashtra,387.26,352.95,34.31,8.9,2.7,3.1,TRUE,2.8,91.8,100,transport_issue,2022-23,2827,751.1,352.95
12-10-2022,Dongri Buzurg,Maharashtra,387.26,389.59,-2.33,-0.6,8.1,0,FALSE,0,96.4,93,none,2022-23,2827,751.1,389.59
13-10-2022,Dongri Buzurg,Maharashtra,387.26,384.27,2.99,0.8,2.2,0,FALSE,0,92.2,90.2,labour_shortage,2022-23,2827,751.1,384.27
14-10-2022,Dongri Buzurg,Maharashtra,387.26,364.11,23.15,6,0.2,0,FALSE,0,89.6,93,transport_issue,2022-23,2827,751.1,364.11
15-10-2022,Dongri Buzurg,Maharashtra,387.26,361.81,25.45,6.6,1.8,0,FALSE,0,85.2,92.7,transport_issue,2022-23,2827,751.1,361.81
16-10-2022,Dongri Buzurg,Maharashtra,387.26,372.16,15.1,3.9,7.3,0,FALSE,0,87,98.3,transport_issue,2022-23,2827,751.1,372.16
17-10-2022,Dongri Buzurg,Maharashtra,387.26,346.87,40.39,10.4,0.9,4.4,FALSE,0,76.1,93.5,transport_issue,2022-23,2827,751.1,346.87
18-10-2022,Dongri Buzurg,Maharashtra,387.26,366.51,20.75,5.4,0.5,0,FALSE,0,90.1,95.2,transport_issue,2022-23,2827,751.1,366.51
19-10-2022,Dongri Buzurg,Maharashtra,387.26,372.72,14.54,3.8,1.8,0,FALSE,0,92.7,100,transport_issue,2022-23,2827,751.1,372.72
20-10-2022,Dongri Buzurg,Maharashtra,387.26,333.09,54.17,14,7.3,7.9,FALSE,0,100,94.7,equipment_failure,2022-23,2827,751.1,333.09
21-10-2022,Dongri Buzurg,Maharashtra,387.26,378.23,9.03,2.3,1.3,0,FALSE,0,87,94.7,transport_issue,2022-23,2827,751.1,378.23
22-10-2022,Dongri Buzurg,Maharashtra,387.26,367.04,20.22,5.2,3.6,2.9,FALSE,0,84.9,100,transport_issue,2022-23,2827,751.1,367.04
23-10-2022,Dongri Buzurg,Maharashtra,387.26,332.53,54.73,14.1,6.7,7.9,FALSE,0,99.4,98.4,equipment_failure,2022-23,2827,751.1,332.53
24-10-2022,Dongri Buzurg,Maharashtra,387.26,365.4,21.86,5.6,3.6,0,FALSE,0,86.9,89.7,transport_issue,2022-23,2827,751.1,365.4
25-10-2022,Dongri Buzurg,Maharashtra,387.26,383.77,3.49,0.9,7.1,0,FALSE,0,88.7,100,transport_issue,2022-23,2827,751.1,383.77
26-10-2022,Dongri Buzurg,Maharashtra,387.26,374.66,12.6,3.3,3.6,0,FALSE,0,93,95.8,transport_issue,2022-23,2827,751.1,374.66
27-10-2022,Dongri Buzurg,Maharashtra,387.26,357.64,29.62,7.6,2.4,3.7,FALSE,0,98.4,98,equipment_failure,2022-23,2827,751.1,357.64
28-10-2022,Dongri Buzurg,Maharashtra,387.26,380.79,6.47,1.7,1.5,0,FALSE,0,91.9,92.3,transport_issue,2022-23,2827,751.1,380.79
29-10-2022,Dongri Buzurg,Maharashtra,387.26,353.94,33.32,8.6,7.5,5.7,FALSE,0,98.7,95.8,equipment_failure,2022-23,2827,751.1,353.94
30-10-2022,Dongri Buzurg,Maharashtra,387.26,341.33,45.93,11.9,3.8,6.2,FALSE,0,97,94.5,equipment_failure,2022-23,2827,751.1,341.33
31-10-2022,Dongri Buzurg,Maharashtra,387.26,377.28,9.98,2.6,1.7,0,FALSE,0,85.4,98.1,transport_issue,2022-23,2827,751.1,377.28
01-11-2022,Dongri Buzurg,Maharashtra,387.26,380.83,6.43,1.7,5.9,0,FALSE,0,93.8,93.7,labour_shortage,2022-23,2827,751.1,380.83
